Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,Fare_normalized
1,3,0,5,1,0,1.0,0.033962538149299316
0,3,1,5,0,0,0.0,0.015126992566498259
0,3,1,5,0,0,1.0,0.015411575213749286
0,2,1,5,0,0,1.0,0.026350245115835676
0,3,1,5,0,0,1.0,0.015712553569072387
0,3,0,5,0,0,1.0,0.015712553569072387
0,3,1,4,2,0,1.0,0.04713766070721715
0,3,1,4,0,0,1.0,0.015411575213749286
0,3,0,5,0,4,1.0,0.04113566043083236
0,3,1,5,0,0,2.0,0.014110458666029575
1,3,1,5,0,0,1.0,0.015330377421392339
1,2,1,7,0,0,1.0,0.020494635090094415
1,1,0,6,2,0,1.0,0.10048070654571319
1,1,1,5,0,0,1.0,0.051504969851415845
1,3,0,5,0,0,0.0,0.015126992566498259
0,3,1,3,0,0,1.0,0.015712553569072387
0,3,1,4,0,0,1.0,0.028302115124416098
1,2,0,5,0,0,1.0,0.025374310111545468
1,1,0,5,1,0,1.0,0.1091095334796455
0,3,0,5,1,0,2.0,0.028220722145058292
1,3,1,5,0,0,1.0,0.015468569817999833
1,2,0,4,1,1,1.0,0.05855610025741262
1,1,0,5,1,1,2.0,0.21642978772242535
0,2,1,6,0,0,1.0,0.050748620223090936
0,1,1,5,0,0,2.0,0.07831878409428937
0,3,1,5,0,0,2.0,0.017005667449756914
1,1,0,3,0,2,1.0,0.1554664461834305
0,2,1,6,0,0,1.0,0.02927805012870631
1,1,1,6,1,1,2.0,0.15458810467956932
0,3,1,4,0,0,1.0,0.015712553569072387
0,3,1,5,0,0,1.0,0.015712553569072387
0,3,1,5,0,0,1.0,0.013907073811135496
1,1,0,6,1,0,2.0,0.1527664244005612
0,3,1,6,0,0,1.0,0.014151057562208049
0,3,0,5,0,2,0.0,0.015126992566498259
0,2,1,5,1,0,1.0,0.050748620223090936
0,3,1,5,1,1,1.0,0.04713766070721715
1,2,0,5,0,0,1.0,0.06441171028315387
0,3,1,6,0,0,1.0,0.0
0,3,1,5,0,0,2.0,0.014102260811993537
1,1,1,6,1,0,2.0,0.11111839809247648
1,2,0,4,2,1,1.0,0.05270049023167135
0,3,1,5,0,0,1.0,0.015411575213749286
0,1,1,5,0,0,1.0,0.08275928836380983
0,3,1,6,0,0,1.0,0.015712553569072387
1,1,1,5,0,0,2.0,0.051822148727810165
0,3,1,5,1,0,1.0,0.030351578633425542
0,3,1,5,0,0,1.0,0.015411575213749286
1,1,1,5,0,0,1.0,0.05953203526170282
1,2,0,4,1,2,2.0,0.08115719346076702
1,1,0,5,0,0,1.0,0.2995388511917728
0,3,0,5,1,5,1.0,0.06104473451835265
0,3,1,5,0,0,1.0,0.013760683560491965
1,3,0,5,1,0,0.0,0.030253985132996517
0,3,1,5,0,0,0.0,0.015126992566498259
0,3,1,5,0,0,1.0,0.015712553569072387
1,2,0,4,1,2,1.0,0.12687155055772734
0,3,1,5,1,1,1.0,0.028106928123558056
0,3,0,5,1,0,1.0,0.031425107138144774
1,2,0,1,2,1,1.0,0.07612293033463641
0,2,1,5,0,0,1.0,0.020494635090094415
0,3,1,5,1,0,2.0,0.028212719478023115
1,1,1,6,1,0,1.0,0.10257896680493714
1,3,1,4,1,1,2.0,0.030725752114070404
0,3,1,4,0,0,1.0,0.015330377421392339
0,3,1,4,0,0,1.0,0.031425107138144774
0,1,1,7,0,0,1.0,0.06308600017332605
0,2,1,6,0,0,0.0,0.024105594605968193
1,1,0,4,0,0,1.0,0.15216446768991498
0,3,1,5,0,0,1.0,0.015411575213749286
0,3,1,5,0,0,0.0,0.015094396337354966
1,1,1,7,0,0,1.0,0.05855610025741262
0,3,1,6,0,0,1.0,0.013768881414528002
1,1,1,5,0,0,2.0,0.05953203526170282
0,1,1,5,0,0,1.0,0.0
0,3,0,2,3,2,1.0,0.05445717323939373
1,2,0,5,0,0,1.0,0.025374310111545468
0,3,1,5,0,0,1.0,0.015468569817999833
0,2,1,5,1,1,1.0,0.05123658772523604
0,3,0,6,0,5,1.0,0.07746484096553544
0,3,1,5,1,0,1.0,0.031425107138144774
0,3,1,4,0,0,1.0,0.015330377421392339
1,1,0,4,0,0,2.0,0.13526459159462315
0,3,0,1,3,2,1.0,0.05445717323939373
1,3,1,5,0,0,1.0,0.11027245763075773
1,3,0,1,2,1,2.0,0.03758969818624431
1,1,1,6,1,0,2.0,0.1497654242623688
0,3,1,4,0,0,1.0,0.015411575213749286
1,1,1,6,0,0,2.0,0.06929138530460494
0,3,1,5,0,0,1.0,0.014736618564782174
1,3,0,4,0,0,1.0,0.014736618564782174
0,3,1,5,0,0,1.0,0.015411575213749286
1,2,0,3,0,1,1.0,0.044893010197349675
0,3,1,4,0,0,1.0,0.01646070534336126
1,3,0,5,0,0,0.0,0.015281580671177828
0,3,0,3,0,0,0.0,0.013175122557917838
0,2,1,4,2,0,1.0,0.1434624456306609
0,3,1,5,0,0,1.0,0.015411575213749286
0,3,0,5,1,1,0.0,0.030253985132996517
0,2,1,4,0,0,1.0,0.025374310111545468
0,1,1,6,0,2,2.0,0.22109807522194713
1,1,1,6,2,0,1.0,0.2608674266467732
0,3,1,5,0,0,2.0,0.014102260811993537
0,1,1,6,0,0,1.0,0.04994347384455151
0,3,1,5,0,0,1.0,0.014630827210317117
1,3,1,4,1,0,1.0,0.015468569817999833
0,2,1,5,2,0,1.0,0.1434624456306609
0,2,1,4,0,0,1.0,0.025374310111545468
0,3,1,5,0,0,1.0,0.015175789316712771
0,3,1,6,0,0,1.0,0.015712553569072387
1,1,0,5,1,0,1.0,0.10149724044618187
1,2,0,5,1,1,1.0,0.07612293033463641
0,1,1,5,1,0,1.0,0.10149724044618187
0,2,1,7,0,0,1.0,0.020494635090094415
1,2,1,5,0,0,1.0,0.025374310111545468
0,2,1,5,0,0,1.0,0.0
0,3,1,3,0,0,1.0,0.015175789316712771
0,3,1,4,0,0,1.0,0.015712553569072387
1,3,0,3,0,0,1.0,0.019209719063445922
0,3,0,6,1,6,1.0,0.09154270340242172
1,1,1,5,0,1,2.0,1.0
0,3,0,5,0,0,0.0,0.01588334219482317
1,1,1,5,0,0,2.0,0.1497654242623688
0,3,1,4,0,0,1.0,0.01800600082915438
0,3,1,2,5,2,1.0,0.09154270340242172
0,2,1,6,1,1,1.0,0.07612293033463641
0,2,1,4,1,2,2.0,0.08115719346076702
0,3,1,2,4,1,1.0,0.07746484096553544
0,3,1,4,0,0,1.0,0.019852079483269742
0,3,1,3,0,0,1.0,0.015216388212891242
1,1,0,2,0,1,1.0,0.41250332793836464
1,1,1,5,1,0,1.0,0.11125659048908397
1,3,0,1,0,1,2.0,0.026187654344120927
1,3,1,5,0,0,1.0,0.11027245763075773
0,3,1,4,0,0,2.0,0.014102260811993537
0,1,1,6,0,0,1.0,0.051822148727810165
0,2,1,6,0,0,1.0,0.026350245115835676
0,3,1,6,0,0,1.0,0.015712553569072387
1,3,0,5,0,0,0.0,0.015094396337354966
0,1,1,6,1,1,2.0,0.21642978772242535
0,3,1,6,0,0,1.0,0.014931805565640218
1,1,0,3,1,0,2.0,0.4440992237022602
1,1,1,5,0,0,1.0,0.05130978285055781
0,3,0,3,0,1,2.0,0.028212719478023115
0,3,1,4,0,0,0.0,0.015110792045427042
0,3,1,5,1,0,1.0,0.015330377421392339
0,2,1,5,0,0,1.0,0.050748620223090936
1,2,0,6,0,0,1.0,0.026350245115835676
1,1,1,6,0,0,1.0,0.05130978285055781
1,1,0,4,0,0,1.0,0.29580589980036276
1,3,1,5,1,1,2.0,0.029757819776815374
1,1,0,4,0,0,2.0,0.09662576327876685
0,1,1,5,0,0,1.0,0.051822148727810165
1,1,1,6,1,0,1.0,0.10149724044618187
0,3,1,5,0,0,1.0,0.018510168852370702
0,2,1,6,0,0,1.0,0.025374310111545468
0,3,1,4,0,0,1.0,0.014931805565640218
1,1,0,5,0,0,2.0,0.4440992237022602
1,2,0,5,0,0,1.0,0.020494635090094415
0,3,1,5,0,0,0.0,0.030253985132996517
0,3,1,5,0,0,1.0,0.015175789316712771
1,2,0,1,0,1,1.0,0.06441171028315387
0,3,1,3,1,0,1.0,0.013768881414528002
0,2,1,5,0,0,1.0,0.025374310111545468
0,2,1,6,0,0,1.0,0.025374310111545468
1,1,1,5,1,0,1.0,0.10364429745562033
0,3,1,4,0,0,1.0,0.016908073949327893
1,2,0,5,3,0,1.0,0.04098927018018883
1,3,0,5,0,0,0.0,0.015102594191391004
0,2,1,4,1,0,1.0,0.050748620223090936
0,3,0,4,1,0,1.0,0.015468569817999833
1,1,0,5,0,0,1.0,0.41250332793836464
0,3,1,2,0,0,2.0,0.036670757786204655
0,2,1,5,0,0,1.0,0.0
0,2,1,4,0,0,1.0,0.025374310111545468
0,2,1,4,0,0,1.0,0.025374310111545468
0,3,1,5,0,0,1.0,0.031425107138144774
0,3,0,6,1,3,1.0,0.06709553154495196
1,1,1,5,0,0,2.0,1.0
0,3,1,5,0,0,1.0,0.015411575213749286
0,3,1,5,0,0,1.0,0.015411575213749286
1,1,1,5,0,0,1.0,0.05855610025741262
0,1,1,5,1,0,1.0,0.15390495017656614
1,1,0,4,2,2,2.0,0.5121218935012878
0,3,1,4,1,0,1.0,0.031425107138144774
1,3,1,5,0,0,1.0,0.015468569817999833
0,1,1,7,1,1,1.0,0.13858277060920987
0,3,1,3,1,1,1.0,0.03952536767375352
1,2,0,5,0,0,1.0,0.025374310111545468
0,1,1,4,1,0,1.0,0.10364429745562033
0,3,1,5,0,0,0.0,0.015126992566498259
1,2,0,1,1,1,1.0,0.044893010197349675
1,3,1,1,0,1,1.0,0.024349578357040744
0,3,1,5,0,0,1.0,0.018542765081513996
0,3,1,4,0,0,1.0,0.015411575213749286
1,2,0,6,1,2,1.0,0.12687155055772734
1,2,1,1,1,1,1.0,0.028302115124416098
0,3,1,5,0,0,1.0,0.015216388212891242
0,2,1,3,0,0,1.0,0.022446505098674838
0,3,1,5,0,0,1.0,0.015712553569072387
1,1,0,5,0,0,1.0,0.16883675574220638
0,3,1,5,0,0,1.0,0.028302115124416098
0,3,1,6,0,0,1.0,0.013907073811135496
1,3,1,4,0,0,2.0,0.014110458666029575
1,1,0,5,1,2,1.0,0.23422440102965048
0,3,1,3,0,0,1.0,0.015175789316712771
1,1,0,6,1,0,1.0,0.15216446768991498
0,1,1,5,0,0,2.0,0.07729405233978466
0,3,0,5,0,0,0.0,0.015126992566498259
0,3,1,5,1,0,0.0,0.04713766070721715
0,3,1,5,0,0,1.0,0.016322512946753766
0,3,1,4,0,0,1.0,0.018542765081513996
0,3,1,6,0,0,1.0,0.015330377421392339
0,2,0,6,0,0,1.0,0.020494635090094415
0,3,1,5,0,0,2.0,0.014102260811993537
1,2,0,6,1,3,1.0,0.044893010197349675
0,3,1,3,0,0,1.0,0.015126992566498259
0,3,1,5,0,0,0.0,0.015126992566498259
1,3,0,1,0,0,1.0,0.024349578357040744
0,3,1,5,0,0,0.0,0.015102594191391004
1,1,0,6,0,1,1.0,0.41250332793836464
1,3,0,2,0,0,2.0,0.014110458666029575
1,1,0,3,1,0,1.0,0.11125659048908397
0,1,1,5,0,0,1.0,0.05855610025741262
0,3,1,5,1,2,1.0,0.04577135170121086
0,3,1,4,0,0,1.0,0.013760683560491965
0,3,1,4,0,0,1.0,0.014151057562208049
1,3,0,3,0,0,1.0,0.014630827210317117
0,3,1,1,4,1,0.0,0.05684821399990475
1,3,1,1,1,2,1.0,0.04015972542654215
0,1,1,6,0,0,2.0,0.15458810467956932
0,3,1,5,0,0,0.0,0.015126992566498259
0,2,1,3,0,0,1.0,0.050748620223090936
0,3,0,5,8,2,1.0,0.13575255909676825
0,1,1,5,0,0,2.0,0.05991421140938287
0,3,1,4,0,0,1.0,0.015411575213749286
0,2,1,5,0,0,1.0,0.025374310111545468
1,1,0,6,0,0,1.0,0.050610427826483444
1,3,0,5,0,0,1.0,0.016948672845506364
0,3,1,5,0,0,2.0,0.014110458666029575
0,3,0,5,1,1,1.0,0.04713766070721715
0,2,1,5,0,0,1.0,0.025374310111545468
1,2,0,5,1,1,1.0,0.05123658772523604
1,1,1,2,1,2,1.0,0.23422440102965048
1,3,1,1,0,1,2.0,0.016623491302076868
1,3,1,5,0,0,1.0,0.013614293309848433
0,3,1,5,0,0,1.0,0.015175789316712771
0,1,1,5,0,0,1.0,0.0
0,3,0,3,0,0,1.0,0.015175789316712771
0,2,1,5,0,0,1.0,0.025374310111545468
1,1,0,5,1,0,1.0,0.10364429745562033
0,3,1,5,0,0,1.0,0.015395374692678068
0,3,1,5,0,0,1.0,0.04713766070721715
0,2,1,5,0,0,1.0,0.020494635090094415
0,3,0,1,4,2,1.0,0.06104473451835265
0,3,1,5,0,0,1.0,0.015712553569072387
0,1,1,5,0,0,1.0,0.0
0,3,0,4,0,0,1.0,0.015468569817999833
0,2,1,5,1,1,2.0,0.07222738817151159
0,3,1,6,0,0,1.0,0.012589561555343713
0,3,1,2,3,2,1.0,0.05445717323939373
1,1,0,6,1,1,1.0,0.18249984580226933
1,3,1,5,0,0,1.0,0.016908073949327893
0,1,1,5,0,0,1.0,0.0
1,3,0,5,0,1,1.0,0.024349578357040744
0,3,1,1,4,1,1.0,0.07746484096553544
0,3,1,5,0,0,0.0,0.013565496559633922
0,3,1,5,0,0,1.0,0.11027245763075773
1,2,1,1,0,2,2.0,0.07222738817151159
1,3,1,5,0,0,0.0,0.015126992566498259
1,3,0,2,1,0,2.0,0.028212719478023115
1,2,1,1,1,1,1.0,0.03659756266088288
0,3,1,5,0,0,2.0,0.014110458666029575
0,3,1,4,0,0,1.0,0.015330377421392339
0,3,1,3,0,0,1.0,0.016200521071217493
1,1,0,5,1,1,2.0,0.16231419173453318
0,3,1,4,0,0,1.0,0.016908073949327893
0,3,1,5,0,0,1.0,0.015712553569072387
1,3,1,5,0,0,1.0,0.11027245763075773
1,1,1,5,0,0,2.0,0.057970539254838485
0,3,1,4,0,0,1.0,0.015468569817999833
0,2,1,3,0,0,1.0,0.020494635090094415
1,1,0,5,0,0,2.0,0.060507970265993034
0,3,1,5,0,0,2.0,0.012565163180236457
0,3,1,3,0,0,1.0,0.016908073949327893
0,3,1,6,0,0,1.0,0.014736618564782174
0,3,1,5,8,2,1.0,0.13575255909676825
0,3,1,5,0,0,2.0,0.015411575213749286
0,2,1,5,0,1,1.0,0.06441171028315387
1,1,0,5,1,0,2.0,0.17391981561855152
0,3,1,1,4,2,1.0,0.06104473451835265
0,3,1,7,0,0,1.0,0.015175789316712771
0,3,0,2,1,1,2.0,0.029757819776815374
1,1,0,3,0,1,1.0,0.07690367833806856
0,2,0,6,1,0,1.0,0.050748620223090936
1,3,0,3,0,1,1.0,0.018249984580226933
1,1,0,6,1,1,1.0,0.32179836714362564
1,1,1,6,0,0,1.0,0.051822148727810165
1,3,0,4,0,3,2.0,0.03758969818624431
0,3,1,5,0,0,2.0,0.014110458666029575
0,3,1,6,2,0,1.0,0.027537567642055148
0,2,1,4,1,0,1.0,0.022446505098674838
1,1,0,6,0,0,1.0,0.050610427826483444
0,3,0,5,8,2,1.0,0.13575255909676825
0,2,1,4,0,0,1.0,0.025374310111545468
1,2,0,6,0,0,1.0,0.025374310111545468
1,2,0,5,1,0,2.0,0.027049600139910042
0,1,1,5,0,0,1.0,0.09856123757927521
0,3,1,5,0,0,1.0,0.018542765081513996
1,3,1,1,1,1,1.0,0.021730754366528396
0,3,1,5,0,0,1.0,0.015411575213749286
1,1,0,6,1,1,1.0,0.10257896680493714
0,1,1,5,0,0,1.0,0.009759350042902102
0,3,1,6,0,0,1.0,0.017566830077223785
1,2,0,5,1,0,2.0,0.04684488020593009
1,3,0,2,0,0,2.0,0.014102260811993537
0,3,1,4,0,0,1.0,0.019217721730481106
0,3,1,4,0,0,1.0,0.015411575213749286
0,3,1,5,0,0,1.0,0.015411575213749286
1,1,0,6,0,1,2.0,0.16231419173453318
1,2,0,4,0,1,1.0,0.050748620223090936
0,3,1,5,0,0,1.0,0.015411575213749286
0,3,0,4,0,0,1.0,0.02052723131923771
0,2,1,5,0,0,1.0,0.020494635090094415
0,3,1,4,0,0,1.0,0.013760683560491965
0,3,0,5,0,5,0.0,0.05684821399990475
0,2,1,5,0,0,1.0,0.025374310111545468
1,1,0,4,0,0,1.0,0.05855610025741262
0,3,0,5,1,2,1.0,0.04577135170121086
1,1,1,5,0,0,2.0,0.05855610025741262
0,3,1,5,0,0,0.0,0.015126992566498259
